penalty_num,Trade name,Suburb,Council,Date,Party served,Notes,address,offence,description,amount
3149268275,FRAPPE CAFE BAR & RESTAURANT,EARLWOOD,Canterbury-Bankstown,2018-01-30,FRAPPE GROUP PTY LTD,,"SHOP 2, 360 HOMER STREET EARLWOOD 2206",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,880
3149268266,FRAPPE CAFE BAR & RESTAURANT,EARLWOOD,Canterbury-Bankstown,2018-02-28,FRAPPE GROUP PTY LTD,,"SHOP 2, 360 HOMER STREET EARLWOOD 2006",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
7250549278,FRATELLI FRESH WESTFIELD,SYDNEY,City of Sydney,2018-02-08,FRATELLI FRESH HOLDINGS PTY LTD,,"SHOP 5018, LEVEL 5 188 PITT STREET SYDNEY 2000",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to prevent pests entering the food premises - previous warning given,880
3161224780,FRESH POULTRY,PADSTOW,Canterbury-Bankstown,2018-01-04,CRESCENT POULTRY PTY LTD,,45 & 47 GOW STREET Padstow 2211,11369 - Handle sell food so as to contravene the food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme - fail to maintain premises and equipment in a hygienic manner,1320
3161224799,FRESH POULTRY,PADSTOW,Canterbury-Bankstown,2018-01-04,CRESCENT POULTRY PTY LTD,,45 & 47 GOW STREET Padstow 2211,11369 - Handle sell food so as to contravene the food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme - fail to maintain premises and equipment in good operating order,1320
3161224808,FRESH POULTRY,PADSTOW,Canterbury-Bankstown,2018-01-04,CRESCENT POULTRY PTY LTD,,45 & 47 GOW STREET Padstow 2211,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme - fail to operate a food safety program,1320
3161224817,FRESH POULTRY,PADSTOW,Canterbury-Bankstown,2018-01-04,CRESCENT POULTRY PTY LTD,,45 & 47 GOW STREET Padstow 2211,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme - fail to maintain verification records for HACCP and support programs,1320
3161224835,FRESH POULTRY,PADSTOW,Canterbury-Bankstown,2018-01-04,CRESCENT POULTRY PTY LTD,,45 & 47 GOW STREET Padstow 2211,11321 - Handle food in manner likely to render it unsuitable - Corporation,Fail to ensure food is not handled in a way likely to render it unsuitable - fail to ensure poultry was slaughtered and dressed to prevent physical/microbiological contamination,1320
3161224826,FRESH POULTRY,PADSTOW,Canterbury-Bankstown,2018-01-04,CRESCENT POULTRY PTY LTD,,45 & 47 GOW STREET Padstow 2211,11321 - Handle food in manner likely to render it unsuitable - Corporation,Fail to ensure food is not handled in a way likely to render it unsuitable - fail to protect poultry from contamination,1320
3161224514,FRESH STAR ENTERPRISE,CLYDE,Parramatta,2017-10-31,"BAWANI, ALTAF",,11 HARBORD STREET CLYDE 2142,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3161224532,FRESH STAR ENTERPRISE,CLYDE,Parramatta,2017-10-31,"BAWANI, ALTAF",,11 HARBORD STREET CLYDE 2142,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to prevent pests entering the food premises,440
3161225412,FRESH STAR ENTERPRISE,CLYDE,City of Parramatta,2018-04-18,"BAWANI, ALTAF",,11 HARBORD STREET CLYDE 2142,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
3161224523,FRESH STAR ENTERPRISE,CLYDE,Parramatta,2017-10-31,"PERVAIZ, ASLAM",,11 HARBORD STREET CLYDE 2142,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3161224541,FRESH STAR ENTERPRISE,CLYDE,Parramatta,2017-10-31,"PERVAIZ, ASLAM",,11 HARBORD STREET CLYDE 2142,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to prevent pests entering the food premises,440
3161225403,FRESH STAR ENTERPRISE,CLYDE,City of Parramatta,2018-04-18,"PERVAIZ, ASLAM",,11 HARBORD STREET CLYDE 2142,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
3167477051,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-01-25,2BMILLIONAIRES PTY LTD,,"BRONKA ARCADE, SHOP 2, 157 OXFORD STREET Bondi Junction 2202",11341 - Sell food that fails to comply with the Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3167477473,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-05-10,2BMILLIONAIRES PTY LTD,,"SHOP 2, 157 OXFORD STREET Bondi Junction 2022",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to ensure floors are able to be effectively cleaned and, to the extent that is practicable, are unable to provide harbourage for pests - previous warning given",880
3167477455,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-05-10,2BMILLIONAIRES PTY LTD,,"SHOP 2, 157 OXFORD STREET Bondi Junction 2022",11339 - Fail to comply with Food Standards Code - Corporation,Fail to cool cooked potentially hazardous food as required in the Food Safety Standards - previous warning given,880
3167477446,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-05-10,2BMILLIONAIRES PTY LTD,,"SHOP 2, 157 OXFORD STREET Bondi Junction 2022",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warning given,880
3167477464,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-05-10,2BMILLIONAIRES PTY LTD,,"SHOP 2, 157 OXFORD STREET Bondi Junction 2022",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,880
3167477482,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-05-10,2BMILLIONAIRES PTY LTD,,"SHOP 2, 157 OXFORD STREET Bondi Junction 2022",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,880
3167477437,FRESH SUSHI,BONDI JUNCTION,Waverley,2018-05-10,2BMILLIONAIRES PTY LTD,,"SHOP 2, 157 OXFORD STREET Bondi Junction 2022",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,880
3176048298,FRUITOPIA,CARNES HILL,Liverpool,2018-08-06,"SHMIT, YASSER",,"SHOP 4A, 245 COWPASTURE ROAD CARNES HILL 2171",11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warning given,440
3136845847,FUJIYAMA NOODLE BAR,CHATSWOOD,Willoughby,2018-05-15,GLOBRIDGE AUSTRALIA PTY LTD,,SHOP 217. 65 ALBERT AVENUE CHATSWOOD 2067,23085 - Not appoint food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises - previous warning given,660
3136845838,FUJIYAMA NOODLE BAR,CHATSWOOD,Willoughby,2018-05-15,GLOBRIDGE AUSTRALIA PTY LTD,,"SHOP 217, 65 ALBERT AVENUE CHATSWOOD 2067",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",880
3122687792,FUNG TIAN ASIAN,COFFS HARBOUR,Coffs Harbour,2017-12-15,ASIAN PACIFIC COAST PTY LTD,,"SHOP 16, 256 PACIFIC HIGHWAY NORTH COFFS HARBOUR 2450",11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,880
3122687774,FUNG TIAN ASIAN,COFFS HARBOUR,Coffs Harbour,2017-12-15,ASIAN PACIFIC COAST PTY LTD,,"SHOP 16, 256 PACIFIC HIGHWAY NORTH COFFS HARBOUR 2450",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3167477610,GABBYS CAFE,BONDI BEACH,Waverley,2018-07-13,BONDI EATERY CO PTY LTD,,94 CAMPBELL PARADE Bondi Beach 2026,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3107290717,GARDEN FRESH MARKET,EASTGARDENS,Bayside,2018-07-10,GOLD TROPHY PTY LTD,,K111/152 BUNNERONG ROAD EASTGARDENS 2122,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3106043079,GASIINSAMUT THAI FUSION RESTAURANT,KATOOMBA,Blue Mountains,2018-06-03,GASIINSAMUT THAI FUSION RESTAURANT PTY LTD,,172 KATOOMBA STREET KATOOMBA 2780,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,880
3106043060,GASIINSAMUT THAI FUSION RESTAURANT,KATOOMBA,Blue Mountains,2018-06-03,GASIINSAMUT THAI FUSION RESTAURANT PTY LTD,,172 KATOOMBA STREET KATOOMBA 2780,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,880
3106043097,GASIINSAMUT THAI FUSION RESTAURANT,KATOOMBA,Blue Mountains,2018-06-03,GASIINSAMUT THAI FUSION RESTAURANT PTY LTD,,172 KATOOMBA STREET KATOOMBA 2780,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,880
3106043088,GASIINSAMUT THAI FUSION RESTAURANT,KATOOMBA,Blue Mountains,2018-06-03,GASIINSAMUT THAI FUSION RESTAURANT PTY LTD,,172 KATOOMBA STREET KATOOMBA 2780,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,880
3161225733,GENESIS BAKEHOUSE,PENDLE HILL,Parramatta,2018-04-30,W.S.J.G.T PTY LTD,,349A WENTWORTH AVENUE PENDLE HILL 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
7250549442,GEORGES CAFE PICCADILLY,SYDNEY,City of Sydney,2018-03-06,HELMOS ENTERPRISES AUSTRALIA PTY LTD,,"SHOP 27-27A, 133 CASTLEREAGH STREET SYDNEY 2000",11339 - Fail to comply with Food Standards Code - Corporation,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,880
7250549433,GEORGES CAFE PICCADILLY,SYDNEY,City of Sydney,2018-03-06,HELMOS ENTERTRISES AUSTRALIA PTY LTD,,"SHOP 27-27A, 133 CASTLEREAGH STREET SYDNEY 2000",23085 - Not appoint food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises - previous warnings given,660
3167477620,GEORGES DELI,DOVER HEIGHTS,Waverley,2018-07-25,"BEAINI, GEORGE",,151-155 MILITARY ROAD Dover Heights 2030,11322 - Sell food that is unsuitable - Individual,Sale of food that is unsuitable,660
3167477648,GEORGES DELI,DOVER HEIGHTS,Waverley,2018-07-30,"BEAINI, GEORGE",,151-155 MILITARY ROAD Dover Heights 2030,11322 - Sell food that is unsuitable - Individual,Sale of food that is unsuitable - previous warnings given,660
3167477639,GEORGES DELI,DOVER HEIGHTS,Waverley,2018-07-25,"BEAINI, GEORGE",,151-155 MILITARY ROAD Dover Heights 2030,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure single use items are protected from contamination,440
3167477657,GEORGES DELI,DOVER HEIGHTS,Waverley,2018-07-30,"BEAINI, GEORGE",,151-155 MILITARY ROAD Dover Heights 2030,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",440
3175922540,GHANZI BAKERY,AUBURN,Cumberland,2018-10-09,"RASOLI, ABDUL HUSSAIN",,115 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
3175921908,GHAZNI BAKERY,AUBURN,Cumberland,2018-03-26,"RASOLI, ABDUL HUSSAIN",,115 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",440
3149269018,GLORIA JEANS,BANKSTOWN,Canterbury-Bankstown,2018-10-29,AUWIN GROUP PTY LTD,,"SHOP ML083, 1 NORTH TERRACE BANKSTOWN 2200",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warnings given,880
3169735975,GLORIA JEANS,BURWOOD,Burwood,2018-02-26,ADONAI INTERNATIONAL PTY LTD,,"KIOSK FK4A, WESTFIELD SHOPPING CENTRE, 98A-114 BURWOOD ROAD BURWOOD 2134",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,880
3175922842,GLORIA JEAN'S COFFEES,AUBURN,Cumberland,2018-11-08,R AND P COFFEA PTY LTD,,"SHOP 24, 62-72 QUEEN STREET AUBURN 2144",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,880
3107290744,GM CABS DELI CAFE,MASCOT,Bayside,2018-08-24,"MIKHAEL, GEORGE",,KEITH SMITH AVENUE MASCOT 2020,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3107290771,GM CABS DELI CAFE,MASCOT,Bayside,2018-08-24,"MIKHAEL, GEORGETTE",,KEITH SMITH AVENUE MASCOT 2020,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3175921962,GOKUL INDIAN RESTAURANT,WENTWORTHVILLE,Cumberland,2018-04-18,KHODAL PTY LTD,,49-51 DUNMORE STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3175921953,GOKUL INDIAN RESTAURANT,WENTWORTHVILLE,Cumberland,2018-04-18,KHODAL PTY LTD,,49-51 DUNMORE STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3048261022,GOLD SING RESTAURANT,KURRI KURRI,Cessnock,2018-03-26,"WU, GUI XIAN",,168 LANG STREET KURRI KURRI,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
3152863790,GOLDEN BOWL BBQ CHINESE RESTAURANT,BELLA VISTA,The Hills,2018-03-28,LONG INTERNATIONAL INVESTMENT PTY LTD,,"SHOP 13, 1 CIRCA BOULEVARDE BELLA VISTA 2153",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to protect single use items from the likelihood of contamination until use,880
3152863762,GOLDEN BOWL BBQ CHINESE RESTAURANT,BELLA VISTA,The Hills,2018-03-28,LONG INTERNATIONAL INVESTMENT PTY LTD,,"SHOP 13, 1 CIRCA BOULEVARDE BELLA VISTA 2153",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,880
3152863771,GOLDEN BOWL BBQ CHINESE RESTAURANT,BELLA VISTA,The Hills,2018-03-28,LONG INTERNATIONAL INVESTMENT PTY LTD,,"SHOP 13, 1 CIRCA BOULEVARDE BELLA VISTA 2153",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3152863780,GOLDEN BOWL BBQ CHINESE RESTAURANT,BELLA VISTA,The Hills,2018-03-28,LONG INTERNATIONAL INVESTMENT PTY LTD,,"SHOP 13, 1 CIRCA BOULEVARDE BELLA VISTA 2153",11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure live animals are not permitted in areas in which food is handled,880
3120305623,GOLDEN BROWN BAKERY,GLENWOOD,Blacktown,2018-06-16,"THAI, THANH SON",,601 SUNNYHOLT ROAD GLENWOOD 2768,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
3120305614,GOLDEN BROWN BAKERY,GLENWOOD,Blacktown,2018-06-16,"THAI, LE BINH",,601 SUNNYHOLT ROAD GLENWOOD 2768,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
3149268284,GOLDEN CROWN YUMMY EXPRESS,CAMPSIE,Canterbury-Bankstown,2018-02-22,GOLDEN CROWN YUMMY EXPRESS PTY LTD,,234 BEAMISH STREET CAMPSIE 2194,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,880
3149268293,GOLDEN CROWN YUMMY EXPRESS,CAMPSIE,Canterbury-Bankstown,2018-02-22,GOLDEN CROWN YUMMY EXPRESS PTY LTD,,234 BEAMISH STREET CAMPSIE 2194,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,880
7250549498,GOLDEN FANG RESTAURANT,CHIPPENDALE,City of Sydney,2018-03-13,"LEE, YIU MOON",,8-10 CITY ROAD CHIPPENDALE 2008,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,440
7250549489,GOLDEN FANG RESTAURANT,CHIPPENDALE,City of Sydney,2018-03-13,"LEE, YIU MOON",,8-10 CITY ROAD CHIPPENDALE 2008,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warning given,440
3108119594,GOLDEN HAPPINESS CHINESE RESTAURANT,SOUTH PENRITH,Penrith,2017-10-19,GOLDEN HAPPINESS PTY LTD,,173 SMITH STREET SOUTH PENRITH 2750,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3108119585,GOLDEN HAPPINESS CHINESE RESTAURANT,SOUTH PENRITH,Penrith,2017-10-19,GOLDEN HAPPINESS PTY LTD,,173 SMITH STREET SOUTH PENRITH 2750,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",880
3149664550,GOLDEN INN CHINESE RESTAURANT,PENRITH,Penrith,2018-10-24,LEE SUNNY FOOD PTY LTD,,"SHOP 3, 26 HENRY STREET PENRITH 2750",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,880
3175921284,GOLDEN KING CHINESE AND MALAYSIAN RESTAURANT,REGENTS PARK,Cumberland,2017-12-12,"LIU, MEIHUA",,405 PARK ROAD REGENTS PARK 2143,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3175921275,GOLDEN KING CHINESE AND MALAYSIAN RESTAURANT,REGENTS PARK,Cumberland,2017-12-12,"LIU, MEIHUA",,405 PARK ROAD REGENTS PARK 2143,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,440
3175921293,GOLDEN KING CHINESE AND MALAYSIAN RESTAURANT,REGENTS PARK,Cumberland,2017-12-12,"LIU, MEIHUA",,405 PARK ROAD REGENTS PARK 2143,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,440
3175921266,GOLDEN KING CHINESE AND MALAYSIAN RESTAURANT,REGENTS PARK,Cumberland,2017-12-12,"LIU, MEIHUA",,405 PARK ROAD REGENTS PARK 2143,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control,440
3145380527,GOLDEN MYANMAR,TOONGABBIE,Parramatta,2018-03-02,"TOE, HAN THI HAZEL",,"SHOP 4, 36 DERBYSHIRE AVENUE TOONGABBIE 2146",11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3152863854,GOLDEN TOWER,ROUSE HILL,The Hills,2018-06-01,"YANG, WEI LIANG",,ROUSE HILL TOWN CENTRE FT004 10-14 MARKET LANE ROUSE HILL 2155,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3152863845,GOLDEN TOWER,ROUSE HILL,The Hills,2018-06-01,"YANG, WEI LIANG",,ROUSE HILL TOWN CENTRE FT004 10-14 MARKET LANE ROUSE HILL 2155,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,440
3175922595,GOOD HEYS CHINESE TAKEAWAY,WENTWORTHVILLE,Cumberland,2018-10-18,"HUANG, ZHI JUN",,43A OLD PROSPECT ROAD WENTWORTHVILLE 2145,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3175922586,GOOD HEYS CHINESE TAKEAWAY,WENTWORTHVILLE,Cumberland,2018-10-18,"HUANG, ZHI JUN",,43A OLD PROSPECT ROAD WENTWORTHVILLE 2145,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination,440
7633044302,GRAMEEN CHOTPOTI & KEBAB,LAKEMBA,Canterbury-Bankstown,2018-03-29,EXIMAUS PTY LTD,,1/52 RAILWAY PARADE LAKEMBA 2195,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,880
7633044284,GRAMEEN CHOTPOTI & KEBAB,LAKEMBA,Canterbury-Bankstown,2018-03-29,EXIMAUS PTY LTD,,1/52 RAILWAY PARADE LAKEMBA 2195,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
7633044293,GRAMEEN CHOTPOTI & KEBAB,LAKEMBA,Canterbury-Bankstown,2018-03-29,EXIMAUS PTY LTD,,1/52 RAILWAY PARADE LAKEMBA 2195,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
7633044266,GRAMEEN CHOTPOTI & KEBAB,LAKEMBA,Canterbury-Bankstown,2018-03-29,EXIMAUS PTY LTD,,1/52 RAILWAY PARADE LAKEMBA 2195,11359 - Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,1540
7633044275,GRAMEEN CHOTPOTI & KEBAB,LAKEMBA,Canterbury-Bankstown,2018-03-29,EXIMAUS PTY LTD T/AS GRAMEEN CHOTPOTI & KABAB,,1/52 RAILWAY PARADE LAKEMBA 2195,11339 - Fail to comply with Food Standards Code - Corporation,Fail to have facilities for the storage of garbage and recyclable matter that enclose it so as to keep pests and animals away from it - previous warnings given,880
3175922063,GRANVILLE SOFRA KEBABS,GRANVILLE,Cumberland,2018-04-16,"KARAHASANOGLU, ABDULMUTTALIP",,11 SOUTH STREET GRANVILLE 2142,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
3139661104,GREENERY RANDWICK,RANDWICK,Randwick,2018-02-07,SA CAFE & RESTAURANT PTY LTD,,37 ST PAULS STREET RANDWICK 2031,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3144236453,GREENWOOD CHINESE RESTAURANT,NORTH SYDNEY,North Sydney,2018-01-16,GOLDEN FORTUNE PTY LTD,,G8 101 MILLER STREET NORTH SYDNEY 2060,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises, and fixtures, fittings and equipment, to the required standard of cleanliness - previous warnings given",880
3174313616,GROVE CAFE BAR,KINGSGROVE,Georges River,2018-10-10,DAVORA PTY LTD,,247 KINGSGROVE ROAD KINGSGROVE 2208,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3141573500,GRUMPYS THAI,ROZELLE,Inner West,2018-01-19,"TAYLOR, JOHN-PAUL",,718 DARLING STREET ROZELLE 2039,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
3175921880,GUILDFORD CAFE,GUILDFORD WEST,Cumberland,2018-04-13,"CEVIRCI, MUSTAFA",,123 FAIRFIELD ROAD GUILDFORD WEST 2161,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that potentially hazardous food is received under temperature control - previous warning given,440
3175921870,GUILDFORD CAFE,GUILDFORD WEST,Cumberland,2018-04-13,"CEVIRCI, MUSTAFA",,123 FAIRFIELD ROAD GUILDFORD WEST 2161,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",440
3175921899,GUILDFORD CAFE,GUILDFORD WEST,Cumberland,2018-04-13,"CEVIRCI, MUSTAFA",,123 FAIRFIELD ROAD GUILDFORD WEST 2161,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
3175921239,HAEJANGKOOK.COM,LIDCOMBE,Cumberland,2017-12-11,JAMIE AND SUKI PTY LTD,,54A RAILWAY STREET LIDCOMBE 2141,11359 - Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,1540
3149268147,HAJI'S BIRYANI & RESTAURANT,LAKEMBA,Canterbury-Bankstown,2018-02-16,DSB GROUP (SYD) PTY LTD,,"SHOP 5, 61-67 HALDON STREET LAKEMBA 2195",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,880
3149268165,HAJI'S BIRYANI & RESTAURANT,LAKEMBA,Canterbury-Bankstown,2018-02-16,DSB GROUP (SYD) PTY LTD,,"SHOP 5, 61-67 HALDON STREET LAKEMBA 2195",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water - soap - single use towels - previous warnings given,880
3146631034,HAK SENG FRUIT MARKET,CABRAMATTA,Fairfield,2017-11-29,"LIM, HONG HA",,"SHOP 11-12, 73-79 JOHN STREET CABRAMATTA 2166",11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warning given,440
3146631171,HAK SENG FRUIT MARKET,CABRAMATTA,Fairfield,2018-01-08,"LIM, HONG HA",,"SHOP 11-12, 73-79 JOHN STREET CABRAMATTA 2166",11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warnings given,440
3146631180,HAK SENG FRUIT MARKET,CABRAMATTA,Fairfield,2018-01-08,"TANG, LONG KEANG",,"SHOP 11-12, 73-79 JOHN STREET CABRAMATTA 2166",11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warnings given,440
3170894614,HAN COURT CHINESE RESTAURANT,AVALON,Northern Beaches,2018-05-29,HAN'S COURT PTY LTD,,54 OLD BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,880
3170894605,HAN COURT CHINESE RESTAURANT,AVALON,Northern Beaches,2018-05-29,HAN'S COURT PTY LTD,,54 OLD BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warning given,880
3144540017,HANA JU-RIN,CROWS NEST,North Sydney,2018-05-30,ASRAPPORT DINING AUSTRALIA PTY LTD,,1/300 PACIFIC HIGHWAY CROWS NEST 2065,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,880
